,0,1,2,3,4,5,6,7,8
0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,,66.11486005783081
1,10.0,100.0,0.5054322022390408,0.004785268693630036,0.2306135512715231,0.0016373571051137735,0.5555576667550094,0.004406251276759108,41.92451095581055
2,10.0,200.0,0.0,0.0,0.23408051481244135,0.0016979708282301102,0.23408051481244135,0.0016979708282301102,23.471792936325073
3,10.0,500.0,1.201993025933149,0.02809987782571533,0.6130995778127147,0.007385089195583578,1.3493251375061746,0.0252555813575955,16.341599941253662
4,10.0,1000.0,1.2175848942586336,0.013717915223865153,0.7723477609262744,0.009464237400779332,1.4418855844118277,0.01264468139538196,12.5991952419281
5,20.0,50.0,0.5054322022390408,0.004785268693630035,0.0,0.0,0.5054322022390408,0.004785268693630035,134.82894325256348
6,20.0,100.0,0.7082665734668087,0.004635788380371019,0.0,0.0,0.7082665734668087,0.004635788380371019,75.95136284828186
7,20.0,200.0,0.7082665734668087,0.004635788380371019,0.2340805148123503,0.0016979708282309322,0.7459458603043717,0.004433757983851919,44.189308166503906
8,20.0,500.0,0.5054322022390478,0.004785268693629896,0.32856912141169026,0.00166765136472412,0.6028427478252216,0.0041137093969400235,26.534608125686646
9,20.0,1000.0,inf,0.0,0.6580826107970706,0.011593143812625769,inf,,18.106611967086792
10,30.0,50.0,0.5054322022390478,0.004785268693629969,0.2306135512715077,0.0016373571051139077,0.5555576667550094,0.0044062512767591095,188.82581686973572
11,30.0,100.0,0.5054322022390478,0.004785268693629897,0.2306135512715385,0.0016373571051136397,0.5555576667550222,0.00440625127675894,101.04728889465332
12,30.0,200.0,0.7082665734668087,0.004635788380371019,0.0,0.0,0.7082665734668087,0.004635788380371019,58.6682608127594
13,30.0,500.0,0.0,0.0,0.23408051481245654,0.0016979708282299805,0.23408051481245654,0.0016979708282299805,32.34586501121521
14,30.0,1000.0,0.8061781375590189,1.2827650208019474,0.6740848523013246,0.014684121311779284,1.0508632535112392,0.9841285079998123,25.324302196502686
15,40.0,50.0,0.49625334631074713,0.004484345030565139,0.32856912141169026,0.00166765136472412,0.5951680865687141,0.003850738011767046,241.24750304222107
16,40.0,100.0,0.5054322022390478,0.004785268693629896,0.2340805148123503,0.001697970828230933,0.5570057436643079,0.004400438459843702,121.09977412223816
17,40.0,200.0,0.7082665734668087,0.004635788380371019,0.23408051481242617,0.0016979708282302472,0.7459458603043956,0.004433757983851772,70.57649898529053
18,40.0,500.0,0.5054322022390478,0.004785268693629896,0.2306135512715077,0.0016373571051139077,0.5555576667550094,0.0044062512767590436,40.65230584144592
19,40.0,1000.0,0.0,0.0,0.32856912141169026,0.00166765136472412,0.32856912141169026,0.00166765136472412,27.870584964752197
20,50.0,50.0,0.7082665734668087,0.004635788380371019,0.32856912141169026,0.00166765136472412,0.7807683437714829,0.0042634678905223026,292.0890817642212
21,50.0,100.0,0.7082665734668087,0.004635788380371019,0.0,0.0,0.7082665734668087,0.004635788380371019,153.2166440486908
22,50.0,200.0,0.4962533463106397,0.004484345030567029,0.2306135512715077,0.0016373571051139077,0.5472202424568777,0.004124808774474043,87.64834713935852
23,50.0,500.0,0.49625334631079726,0.004484345030564303,0.23408051481242617,0.0016979708282302407,0.5486903235336983,0.004119968559476977,47.52886605262756
24,50.0,1000.0,0.5054322022390478,0.004785268693629968,0.2306135512715231,0.0016373571051137735,0.5555576667550158,0.004406251276759056,32.254318952560425
25,75.0,50.0,0.49625334631063256,0.004484345030567093,0.2306135512715077,0.0016373571051139077,0.5472202424568713,0.00412480877447409,444.47456312179565
26,75.0,100.0,0.0,0.0,0.32856912141169026,0.00166765136472412,0.32856912141169026,0.00166765136472412,238.42508006095886
27,75.0,200.0,0.49625334631061113,0.004484345030567517,0.0,0.0,0.49625334631061113,0.004484345030567517,128.1663281917572
28,75.0,500.0,0.0,0.0,0.23408051481236547,0.0016979708282308026,0.23408051481236547,0.0016979708282308026,68.39021706581116
29,75.0,1000.0,0.0,0.0,0.2306135512715077,0.0016373571051139077,0.2306135512715077,0.0016373571051139077,47.92135405540466
30,100.0,50.0,0.5054322022390478,0.004785268693629969,0.2306135512715231,0.0016373571051137737,0.5555576667550158,0.004406251276759056,570.4054298400879
31,100.0,100.0,0.4962533463107686,0.004484345030564791,0.2306135512715077,0.0016373571051139075,0.5472202424569946,0.004124808774472201,300.9348289966583
32,100.0,200.0,0.7082665734668087,0.004635788380371019,0.32856912141169026,0.00166765136472412,0.7807683437714829,0.0042634678905223026,167.75638794898987
33,100.0,500.0,0.7082665734668087,0.004635788380371019,0.32856912141169026,0.00166765136472412,0.7807683437714829,0.0042634678905223026,86.05964088439941
34,100.0,1000.0,0.0,0.0,0.2306135512715077,0.0016373571051139075,0.2306135512715077,0.0016373571051139075,58.675008058547974
35,200.0,50.0,0.7082665734668087,0.004635788380371019,0.2340805148122744,0.0016979708282315968,0.745945860304348,0.004433757983852065,1198.3563022613525
36,200.0,100.0,0.4962533463106827,0.004484345030566257,0.23408051481219852,0.0016979708282322732,0.5486903235334976,0.004119968559479331,634.2180602550507
37,200.0,200.0,0.49625334631068985,0.004484345030566193,0.23408051481236547,0.001697970828230804,0.5486903235335753,0.004119968559478728,358.8142831325531
38,200.0,500.0,0.4962533463107686,0.004484345030564791,0.2340805148122744,0.001697970828231594,0.5486903235336077,0.004119968559477881,171.77296996116638
39,200.0,1000.0,0.49625334631074,0.004484345030565282,0.2306135512715077,0.0016373571051139077,0.5472202424569687,0.004124808774472606,121.46702599525452
