,0,1,2,3,4,5,6,7,8
0,1.0,1.0,0.997093667542693,0.00812945362407362,0.4925043887827954,0.002808126051505163,1.1120954791851523,0.0073941179518830745,3.3898580074310303
1,1.0,5.0,1.2924107944955605,0.012645409698795382,0.6895333764450627,0.005109647123581696,1.4648487768231828,0.011413142809591005,3.589218854904175
2,1.0,20.0,1.8494621443051522,0.029229225345198666,0.9567171700891557,0.010792550752833693,2.0822627035898265,0.026430678421727603,4.3751819133758545
3,1.0,50.0,2.21125143222001,0.04672789019367841,1.1581877217528262,0.019324963724509075,2.4962034563140176,0.04235369087826032,6.106637954711914
4,1.0,100.0,2.617277767155168,0.07686795138275421,1.3426751315109964,0.03189749223777498,2.94158450825789,0.06992586981098739,9.69098424911499
5,1.0,250.0,2.730496433233803,0.08596804236836349,1.4942136402207344,0.03299965962161425,3.1126010304123817,0.07706044092212198,18.778364896774292
6,1.0,500.0,2.684234595969584,0.079671137714578,1.530849356184797,0.03630574173606061,3.0900833512271806,0.0715062061626843,34.16870617866516
7,2.0,1.0,1.2980590180254306,0.012775627524714561,0.6335988673396854,0.004186655642995188,1.4444392472413912,0.011626889243315291,3.429715394973755
8,2.0,5.0,1.4279432599137716,0.016055056366859066,0.8919569994170415,0.008673574650462396,1.6836297818529529,0.014371262811827927,3.7549021244049072
9,2.0,20.0,2.152729506792421,0.04252861972730946,1.153695561732866,0.018970400883285065,2.442387720771797,0.038541077178809925,5.351912975311279
10,2.0,50.0,2.6739790435032544,0.08385803547283795,1.5044084186632165,0.039685538036493544,3.068127868137073,0.07563134930964463,8.098043203353882
11,2.0,100.0,2.8365394911306456,0.09221561259577216,1.6471978129437401,0.044465321260253175,3.280124528079741,0.08281214837771603,13.125838994979858
12,2.0,250.0,2.900575988818149,0.10025153737103112,1.7302935714381629,0.05098087709426409,3.3774630879209644,0.08997065347306928,27.617353200912476
13,2.0,500.0,2.8972307965359443,0.11596071931690519,1.7740281158952584,0.05536935235573175,3.3972226957300258,0.10303414712494822,51.732773780822754
14,3.0,1.0,1.5771764256162137,0.019639020284685893,0.758801075607615,0.006057757516043787,1.750218429186143,0.017891148067222692,3.2386651039123535
15,3.0,5.0,1.8445576603716587,0.027041301650826573,0.9526091000164174,0.010234426371215955,2.076019522998244,0.024481041535856344,3.8238940238952637
16,3.0,20.0,2.4411694033172813,0.06079196958928192,1.3436257323582392,0.03003281469005509,2.78651003306065,0.05519158620974344,6.195623874664307
